trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
63,False,"{'a': 0.002, 'e': 0.7328768546436798}",20,12,-32.26396976669074,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
64,False,"{'a': 0.002, 'e': 0.7292124703704614}",20,1,-94.60707981883888,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 1}",1
65,False,"{'a': 0.002, 'e': 0.7255664080186092}",25,0,-67.31446453508559,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
66,False,"{'a': 0.002, 'e': 0.7219385759785161}",20,2,-15.40430879088557,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
67,False,"{'a': 0.002, 'e': 0.7183288830986235}",30,0,-74.4066400374648,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
68,False,"{'a': 0.002, 'e': 0.7147372386831303}",20,0,-58.748961162878025,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
69,False,"{'a': 0.002, 'e': 0.7111635524897147}",20,0,-41.964010788873,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
70,False,"{'a': 0.002, 'e': 0.7076077347272661}",25,0,-93.82294399204845,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
71,False,"{'a': 0.002, 'e': 0.7040696960536298}",20,0,10.229925511697918,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
72,False,"{'a': 0.002, 'e': 0.7005493475733616}",25,0,-53.23301341214453,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",1
73,False,"{'a': 0.002, 'e': 0.6970466008354949}",25,0,-90.34650408437231,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
74,False,"{'a': 0.002, 'e': 0.6935613678313174}",25,4,-88.60739465755192,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 1}",1
75,False,"{'a': 0.002, 'e': 0.6900935609921608}",25,0,-22.056018002827393,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
76,False,"{'a': 0.002, 'e': 0.6866430931872}",20,0,-66.74519449281127,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
77,False,"{'a': 0.002, 'e': 0.683209877721264}",25,0,-85.25384770535244,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
78,False,"{'a': 0.002, 'e': 0.6797938283326577}",20,2,-46.90791680895771,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 0}",1
79,False,"{'a': 0.002, 'e': 0.6763948591909944}",25,6,-42.20419040081163,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
80,False,"{'a': 0.002, 'e': 0.6730128848950394}",25,0,-60.90061177251737,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
81,False,"{'a': 0.002, 'e': 0.6696478204705641}",20,0,-30.569654560551207,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
82,False,"{'a': 0.002, 'e': 0.6662995813682113}",30,2,-106.042642870253,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 2}",1
83,False,"{'a': 0.002, 'e': 0.6629680834613703}",20,0,-20.7468500126023,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
84,False,"{'a': 0.002, 'e': 0.6596532430440635}",25,17,2.8423895487748454,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.002, 'e': 0.6563549768288431}",20,0,-93.63569366794287,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
86,False,"{'a': 0.002, 'e': 0.653073201944699}",20,0,-61.66230272444152,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
87,False,"{'a': 0.002, 'e': 0.6498078359349754}",20,13,-31.399604677722536,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 0}",1
88,False,"{'a': 0.002, 'e': 0.6465587967553006}",25,0,-56.0999133323903,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
89,False,"{'a': 0.002, 'e': 0.6433260027715241}",25,0,-35.928873404869975,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
90,False,"{'a': 0.002, 'e': 0.6401093727576664}",20,0,-39.06266161925609,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
91,False,"{'a': 0.002, 'e': 0.6369088258938781}",25,15,4.293976051981337,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.002, 'e': 0.6337242817644086}",25,0,-15.914105411718328,"{0: 20, 1: 4, 2: 0, 3: 1, 4: 0}",0
93,False,"{'a': 0.002, 'e': 0.6305556603555866}",30,0,-79.75600394175088,"{0: 21, 1: 1, 2: 6, 3: 2, 4: 0}",0
94,False,"{'a': 0.002, 'e': 0.6274028820538087}",25,0,-157.14332653665525,"{0: 15, 1: 5, 2: 1, 3: 1, 4: 3}",0
95,False,"{'a': 0.002, 'e': 0.6242658676435396}",20,9,-8.555092238115684,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
96,False,"{'a': 0.002, 'e': 0.621144538305322}",25,0,-44.009321178203116,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
97,False,"{'a': 0.002, 'e': 0.6180388156137954}",30,18,-15.910672651724465,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
98,False,"{'a': 0.002, 'e': 0.6149486215357264}",25,0,-10.280915739939799,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
99,False,"{'a': 0.002, 'e': 0.6118738784280477}",20,0,-59.20932520711862,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
100,False,"{'a': 0.002, 'e': 0.6088145090359075}",20,0,-71.2997417569144,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",1
101,False,"{'a': 0.002, 'e': 0.6057704364907279}",25,0,-9.27742146120692,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
102,False,"{'a': 0.002, 'e': 0.6027415843082743}",35,15,-52.67311247798186,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",1
103,False,"{'a': 0.002, 'e': 0.599727876386733}",20,5,-44.99966289103944,"{0: 8, 1: 4, 2: 2, 3: 1, 4: 0}",1
104,False,"{'a': 0.002, 'e': 0.5967292370047993}",20,8,-0.005290342693605066,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.002, 'e': 0.5937455908197753}",30,0,-118.2430877577041,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
106,False,"{'a': 0.002, 'e': 0.5907768628656764}",20,4,-57.948394335974484,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 1}",1
107,False,"{'a': 0.002, 'e': 0.587822978551348}",25,0,-180.19250358908408,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
108,False,"{'a': 0.002, 'e': 0.5848838636585912}",20,0,-93.2317644808622,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
109,False,"{'a': 0.002, 'e': 0.5819594443402983}",30,21,-18.783761561636183,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
110,False,"{'a': 0.002, 'e': 0.5790496471185967}",20,0,7.19311135044371,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
111,False,"{'a': 0.002, 'e': 0.5761543988830038}",25,0,-129.80009480608456,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
112,False,"{'a': 0.002, 'e': 0.5732736268885887}",25,8,-13.67727134625524,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
113,False,"{'a': 0.002, 'e': 0.5704072587541459}",25,0,-89.04791508784771,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
114,False,"{'a': 0.002, 'e': 0.5675552224603752}",25,13,-10.420280248420958,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
115,False,"{'a': 0.002, 'e': 0.5647174463480732}",20,0,-13.61254134541763,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
116,False,"{'a': 0.002, 'e': 0.5618938591163328}",30,0,-46.07354233438997,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
117,False,"{'a': 0.002, 'e': 0.5590843898207511}",25,12,12.823842288657051,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.002, 'e': 0.5562889678716474}",20,0,-41.453169864451695,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
119,False,"{'a': 0.002, 'e': 0.5535075230322892}",25,1,-105.14657209733893,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 2}",1
120,False,"{'a': 0.002, 'e': 0.5507399854171278}",25,12,-13.888421911200428,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.002, 'e': 0.5479862854900421}",30,8,-4.619956023735126,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
122,False,"{'a': 0.002, 'e': 0.5452463540625919}",20,8,-0.607959742055217,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.002, 'e': 0.542520122292279}",20,13,-4.993661059405403,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.002, 'e': 0.5398075216808176}",25,0,-33.00236423132465,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
125,False,"{'a': 0.002, 'e': 0.5371084840724134}",20,14,-1.1848801654490355,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.002, 'e': 0.5344229416520514}",20,1,-29.04024073501816,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 1}",1
127,False,"{'a': 0.002, 'e': 0.5317508269437912}",25,2,-42.96257098971835,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",1
128,False,"{'a': 0.002, 'e': 0.5290920728090721}",20,10,-13.380096379827819,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
129,False,"{'a': 0.002, 'e': 0.5264466124450268}",25,20,10.154307683391739,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.002, 'e': 0.5238143793828016}",20,6,-2.6912933013119575,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
131,False,"{'a': 0.002, 'e': 0.5211953074858876}",20,0,-1.8896036025520893,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
132,False,"{'a': 0.002, 'e': 0.5185893309484582}",25,4,-56.6622706235007,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 1}",1
133,False,"{'a': 0.002, 'e': 0.515996384293716}",25,12,-32.991496222348815,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
134,False,"{'a': 0.002, 'e': 0.5134164023722474}",25,16,7.988903326309263,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.002, 'e': 0.5108493203603861}",20,8,-48.00448147777851,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
136,False,"{'a': 0.002, 'e': 0.5082950737585842}",25,11,-38.409543242494294,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
137,False,"{'a': 0.002, 'e': 0.5057535983897913}",30,0,-129.4680916197215,"{0: 18, 1: 1, 2: 9, 3: 1, 4: 1}",0
138,False,"{'a': 0.002, 'e': 0.5032248303978423}",25,0,-4.089823504721384,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
139,False,"{'a': 0.002, 'e': 0.5007087062458531}",20,11,-61.063224596456884,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 1}",1
140,False,"{'a': 0.002, 'e': 0.4982051627146238}",25,11,7.090888503882702,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.002, 'e': 0.4957141369010507}",20,7,-13.445949780170718,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
142,False,"{'a': 0.002, 'e': 0.4932355662165454}",25,3,-42.07607875295822,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
143,False,"{'a': 0.002, 'e': 0.4907693883854627}",20,7,-26.802875708884276,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
144,False,"{'a': 0.002, 'e': 0.4883155414435354}",20,16,6.880390439658823,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.002, 'e': 0.4858739637363177}",20,0,-28.27854472313832,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
146,False,"{'a': 0.002, 'e': 0.4834445939176361}",20,10,5.991968929518793,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.002, 'e': 0.4810273709480479}",25,15,-25.072285873043583,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
148,False,"{'a': 0.002, 'e': 0.4786222340933077}",25,0,-41.67354557853795,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
149,False,"{'a': 0.002, 'e': 0.47622912292284114}",25,10,17.355744403064747,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.002, 'e': 0.4738479773082269}",25,8,-68.37053767259934,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
151,False,"{'a': 0.002, 'e': 0.4714787374216858}",20,5,11.698942813785687,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.002, 'e': 0.46912134373457737}",20,8,-24.64010451203189,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
153,False,"{'a': 0.002, 'e': 0.46677573701590447}",30,13,-96.5759435787277,"{0: 10, 1: 2, 2: 2, 3: 2, 4: 1}",1
154,False,"{'a': 0.002, 'e': 0.46444185833082496}",25,10,14.312473943021196,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.002, 'e': 0.46211964903917085}",20,0,-11.324835664535147,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
156,False,"{'a': 0.002, 'e': 0.459809050793975}",25,0,1.9710126145307232,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
157,False,"{'a': 0.002, 'e': 0.4575100055400051}",20,7,9.19079510107826,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.002, 'e': 0.45522245551230506}",35,0,-81.63201460410329,"{0: 24, 1: 7, 2: 2, 3: 1, 4: 1}",0
159,False,"{'a': 0.002, 'e': 0.45294634323474353}",20,4,-66.12388991870202,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 2}",1
160,False,"{'a': 0.002, 'e': 0.45068161151856984}",25,12,-78.68832306611515,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
161,False,"{'a': 0.002, 'e': 0.44842820346097695}",20,2,-27.266295838892443,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
162,False,"{'a': 0.002, 'e': 0.4461860624436721}",20,0,-122.65163029423613,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
163,False,"{'a': 0.002, 'e': 0.4439551321314537}",25,8,-27.008236665890813,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
164,False,"{'a': 0.002, 'e': 0.4417353564707964}",30,0,-64.16730657047073,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
165,False,"{'a': 0.002, 'e': 0.43952667968844245}",20,0,-23.209784468822633,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
166,False,"{'a': 0.002, 'e': 0.43732904629000025}",20,0,-21.29944927862098,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
167,False,"{'a': 0.002, 'e': 0.43514240105855023}",25,2,-72.67000562872563,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 1}",1
168,False,"{'a': 0.002, 'e': 0.4329666890532575}",25,0,-111.56336247479531,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
169,False,"{'a': 0.002, 'e': 0.4308018556079912}",20,0,9.03426893802033,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
170,False,"{'a': 0.002, 'e': 0.42864784632995123}",20,0,-58.66881074488431,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
171,False,"{'a': 0.002, 'e': 0.4265046070983015}",20,0,-22.463125823751934,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
172,False,"{'a': 0.002, 'e': 0.42437208406280996}",25,10,13.543929499068012,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.002, 'e': 0.4222502236424959}",25,4,7.1968301292453365,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.002, 'e': 0.42013897252428345}",25,0,-21.95313967451727,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
175,False,"{'a': 0.002, 'e': 0.418038277661662}",25,0,-31.333609898085314,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
176,False,"{'a': 0.002, 'e': 0.4159480862733537}",20,11,-9.913894570397849,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.002, 'e': 0.41386834584198695}",25,9,5.226213443242042,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
178,False,"{'a': 0.002, 'e': 0.41179900411277703}",30,14,-18.531457825839404,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
179,False,"{'a': 0.002, 'e': 0.40974000909221314}",30,4,6.373648831380702,"{0: 21, 1: 4, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.002, 'e': 0.40769130904675205}",35,22,7.179870925798625,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.002, 'e': 0.4056528525015183}",25,0,-29.561653949827875,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
182,False,"{'a': 0.002, 'e': 0.4036245882390107}",20,12,12.59236959020145,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.002, 'e': 0.40160646529781563}",25,11,-36.652320663834196,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
184,False,"{'a': 0.002, 'e': 0.3995984329713266}",20,0,23.34933599423373,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.002, 'e': 0.39760044080646995}",30,6,14.395567342652726,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.002, 'e': 0.39561243860243755}",25,20,7.427489104013748,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.002, 'e': 0.3936343764094254}",30,17,1.4488972123758261,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.002, 'e': 0.39166620452737827}",30,22,14.378765481905146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.002, 'e': 0.3897078735047414}",20,5,-10.965723718584515,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
190,False,"{'a': 0.002, 'e': 0.38775933413721764}",20,0,-1.6394050637390498,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
191,False,"{'a': 0.002, 'e': 0.38582053746653155}",25,0,-14.453497478745543,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
192,False,"{'a': 0.002, 'e': 0.3838914347791989}",20,0,-37.6904969369904,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
193,False,"{'a': 0.002, 'e': 0.38197197760530294}",25,0,6.006456080693603,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
194,False,"{'a': 0.002, 'e': 0.3800621177172764}",20,0,-28.467797132505993,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
195,False,"{'a': 0.002, 'e': 0.37816180712869}",30,13,-22.11258196988031,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
196,False,"{'a': 0.002, 'e': 0.37627099809304654}",25,10,-24.68591225031613,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.002, 'e': 0.3743896431025813}",25,0,-42.30775707760677,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
198,False,"{'a': 0.002, 'e': 0.37251769488706843}",35,15,-11.525847086779951,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
199,False,"{'a': 0.002, 'e': 0.3706551064126331}",20,6,-1.6945839431804994,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.002, 'e': 0.3688018308805699}",30,0,-46.22352181400541,"{0: 23, 1: 5, 2: 1, 3: 0, 4: 1}",0
201,False,"{'a': 0.002, 'e': 0.36695782172616703}",25,17,-26.326603690251748,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.002, 'e': 0.3651230326175362}",25,6,-46.330328385621684,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
203,False,"{'a': 0.002, 'e': 0.36329741745444855}",30,21,4.507601132527093,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.002, 'e': 0.3614809303671763}",30,0,-4.401249671428305,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
205,False,"{'a': 0.002, 'e': 0.3596735257153404}",20,0,-105.96501328716484,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
206,False,"{'a': 0.002, 'e': 0.35787515808676373}",20,11,3.1014289904795556,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.002, 'e': 0.35608578229632987}",20,1,-53.80050091469114,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
208,False,"{'a': 0.002, 'e': 0.35430535338484825}",20,12,-22.422804602089883,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
209,False,"{'a': 0.002, 'e': 0.352533826617924}",25,7,11.732317339565778,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.002, 'e': 0.3507711574848344}",25,15,16.82645791702973,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.002, 'e': 0.3490173016974102}",25,13,11.359954369268829,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.002, 'e': 0.34727221518892315}",20,10,-40.312158775548966,"{0: 5, 1: 0, 2: 5, 3: 0, 4: 0}",1
213,False,"{'a': 0.002, 'e': 0.34553585411297855}",30,12,-79.09498266699076,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
214,False,"{'a': 0.002, 'e': 0.3438081748424136}",20,0,8.740979904636278,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
215,False,"{'a': 0.002, 'e': 0.34208913396820156}",35,23,1.901513916087472,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
216,False,"{'a': 0.002, 'e': 0.34037868829836054}",20,8,0.9083081782189099,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.002, 'e': 0.33867679485686875}",25,16,15.115846391853982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.002, 'e': 0.3369834108825844}",20,12,14.759852464883602,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.002, 'e': 0.33529849382817145}",20,11,0.2497204527463095,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.002, 'e': 0.33362200135903064}",20,0,-20.784899091861668,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
221,False,"{'a': 0.002, 'e': 0.33195389135223546}",20,0,-17.81926268986934,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
222,False,"{'a': 0.002, 'e': 0.3302941218954743}",25,16,16.57312902433251,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.002, 'e': 0.3286426512859969}",25,0,9.03688213868604,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
224,False,"{'a': 0.002, 'e': 0.32699943802956694}",25,9,-19.8553219757085,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.002, 'e': 0.32536444083941907}",25,12,-1.1523972085735108,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.002, 'e': 0.323737618635222}",20,9,12.284462116163903,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.002, 'e': 0.3221189305420459}",30,19,14.042178934245932,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.002, 'e': 0.32050833588933564}",25,17,14.525650445773715,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.002, 'e': 0.31890579420988896}",20,10,6.664318283039714,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.002, 'e': 0.3173112652388395}",20,9,-5.212576084708461,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.002, 'e': 0.3157247089126453}",25,16,-32.561877368060365,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.002, 'e': 0.3141460853680821}",20,0,1.0920807714185239,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
233,False,"{'a': 0.002, 'e': 0.31257535494124167}",20,11,6.85026868597449,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.002, 'e': 0.3110124781665355}",20,12,13.284856959779852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.002, 'e': 0.3094574157757028}",25,14,-43.600962803963185,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
236,False,"{'a': 0.002, 'e': 0.30791012869682427}",25,3,13.354985116039645,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.002, 'e': 0.30637057805334017}",20,0,12.970423886279102,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.002, 'e': 0.3048387251630735}",30,2,7.624719517498777,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 0}",1
239,False,"{'a': 0.002, 'e': 0.30331453153725807}",25,11,-1.9401547368160152,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
240,False,"{'a': 0.002, 'e': 0.3017979588795718}",20,0,-53.18193126378073,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
241,False,"{'a': 0.002, 'e': 0.30028896908517394}",20,0,-17.08033668746752,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
242,False,"{'a': 0.002, 'e': 0.2987875242397481}",25,19,6.890833517453315,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.002, 'e': 0.2972935866185493}",25,0,-51.64490529410689,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
244,False,"{'a': 0.002, 'e': 0.29580711868545656}",25,0,-62.296673864231096,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
245,False,"{'a': 0.002, 'e': 0.2943280830920293}",20,0,13.892069624120914,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.002, 'e': 0.29285644267656913}",20,2,-42.02129013856145,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
