trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
247,False,"{'a': 0.002, 'e': 0.2913921604631863}",30,7,-15.141313255668228,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
248,False,"{'a': 0.002, 'e': 0.2899351996608704}",25,15,20.179989919426617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.002, 'e': 0.288485523662566}",20,3,-55.07531821991081,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
250,False,"{'a': 0.002, 'e': 0.2870430960442532}",20,10,5.110118375913965,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.002, 'e': 0.2856078805640319}",25,2,-55.18151577190126,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
252,False,"{'a': 0.002, 'e': 0.28417984116121175}",25,15,-5.700576331265244,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.002, 'e': 0.2827589419554057}",30,8,-42.83467918520364,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 0}",1
254,False,"{'a': 0.002, 'e': 0.28134514724562865}",25,15,5.0431042606534255,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.002, 'e': 0.2799384215094005}",25,11,7.208395405751963,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
256,False,"{'a': 0.002, 'e': 0.27853872940185354}",20,6,-39.051325595509546,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
257,False,"{'a': 0.002, 'e': 0.27714603575484426}",30,19,19.33835598390991,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.002, 'e': 0.27576030557607}",20,14,1.588533653715916,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.002, 'e': 0.2743815040481897}",25,1,9.568029365628702,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
260,False,"{'a': 0.002, 'e': 0.2730095965279487}",20,0,-30.430574357063502,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
261,False,"{'a': 0.002, 'e': 0.271644548545309}",20,0,-32.11393980789679,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
262,False,"{'a': 0.002, 'e': 0.27028632580258244}",20,0,6.038883119255972,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.002, 'e': 0.2689348941735695}",30,22,14.347492778747032,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.002, 'e': 0.2675902197027017}",25,0,1.4491873170545055,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
265,False,"{'a': 0.002, 'e': 0.26625226860418816}",35,17,-8.247292627060206,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
266,False,"{'a': 0.002, 'e': 0.26492100726116724}",25,14,-5.373730386972289,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
267,False,"{'a': 0.002, 'e': 0.26359640222486136}",20,10,6.29986431470406,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.002, 'e': 0.2622784202137371}",25,0,-101.05456612317145,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
269,False,"{'a': 0.002, 'e': 0.26096702811266836}",25,11,26.962235394011078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.002, 'e': 0.259662192972105}",20,8,14.723448954331202,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.002, 'e': 0.2583638820072445}",35,8,-32.7225574163396,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 1}",1
272,False,"{'a': 0.002, 'e': 0.2570720625972083}",25,0,-20.444739257079796,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
273,False,"{'a': 0.002, 'e': 0.25578670228422223}",30,0,2.1497235900325733,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
274,False,"{'a': 0.002, 'e': 0.2545077687728011}",20,1,27.443914203294096,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.002, 'e': 0.25323522992893716}",25,12,8.455212772392608,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.002, 'e': 0.25196905377929246}",20,3,8.528569386051931,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
277,False,"{'a': 0.002, 'e': 0.25070920851039596}",20,10,14.985649960399433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.002, 'e': 0.249455662467844}",25,15,9.407827768650042,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.002, 'e': 0.24820838415550478}",20,0,31.349697299975837,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.002, 'e': 0.24696734223472724}",25,12,22.176931591860985,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.002, 'e': 0.2457325055235536}",20,0,8.131731065172882,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
282,False,"{'a': 0.002, 'e': 0.24450384299593586}",20,0,21.662902699709914,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.002, 'e': 0.24328132378095618}",20,3,27.871011265042522,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.002, 'e': 0.2420649171620514}",20,0,-76.43267669125414,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
285,False,"{'a': 0.002, 'e': 0.24085459257624114}",30,8,1.5011817348140406,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
286,False,"{'a': 0.002, 'e': 0.23965031961335992}",30,0,-46.6193869897775,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 2}",0
287,False,"{'a': 0.002, 'e': 0.23845206801529312}",25,10,25.28330116631925,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.002, 'e': 0.23725980767521665}",20,13,13.645931423290596,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.002, 'e': 0.23607350863684057}",20,2,-34.713775051028456,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
290,False,"{'a': 0.002, 'e': 0.23489314109365636}",30,0,-38.960719886118554,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
291,False,"{'a': 0.002, 'e': 0.23371867538818808}",20,11,18.58058423437777,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.002, 'e': 0.23255008201124713}",20,4,-67.35500721960331,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 2}",1
293,False,"{'a': 0.002, 'e': 0.2313873316011909}",20,8,12.3106029770159,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.002, 'e': 0.23023039494318495}",20,5,-21.71854505089173,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
295,False,"{'a': 0.002, 'e': 0.22907924296846902}",20,0,32.05596439748769,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
296,False,"{'a': 0.002, 'e': 0.22793384675362668}",20,6,24.387444370197414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.002, 'e': 0.22679417751985856}",25,7,16.74187056143735,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.002, 'e': 0.22566020663225925}",25,6,22.920198753514946,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.002, 'e': 0.22453190559909794}",25,3,6.316102828841956,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
300,False,"{'a': 0.002, 'e': 0.22340924607110246}",25,3,17.19703903603045,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
301,False,"{'a': 0.002, 'e': 0.22229219984074694}",20,11,13.130077543256832,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.002, 'e': 0.2211807388415432}",20,13,14.439012930411945,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.002, 'e': 0.2200748351473355}",25,13,10.676564433583795,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.002, 'e': 0.2189744609715988}",20,0,-28.83627146700819,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
305,False,"{'a': 0.002, 'e': 0.21787958866674081}",25,15,-3.967496943169636,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
306,False,"{'a': 0.002, 'e': 0.2167901907234071}",20,0,-12.18351980010885,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
307,False,"{'a': 0.002, 'e': 0.2157062397697901}",25,0,-17.00628570461124,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
308,False,"{'a': 0.002, 'e': 0.21462770857094113}",20,0,21.365018154611334,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.002, 'e': 0.21355457002808642}",20,11,2.9896967643530536,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.002, 'e': 0.212486797177946}",30,12,14.484511900401166,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.002, 'e': 0.21142436319205626}",25,17,15.384637751529883,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.002, 'e': 0.21036724137609597}",20,16,4.5385296487855085,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.002, 'e': 0.20931540516921548}",20,12,12.574278301441979,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.002, 'e': 0.20826882814336942}",30,13,-37.39829562752128,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
315,False,"{'a': 0.002, 'e': 0.20722748400265256}",25,18,4.332429051114072,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.002, 'e': 0.2061913465826393}",25,2,10.298163444241254,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
317,False,"{'a': 0.002, 'e': 0.20516038984972612}",35,21,27.440889297709383,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.002, 'e': 0.20413458790047748}",30,14,28.264228722941148,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.002, 'e': 0.20311391496097508}",20,2,23.17432716002576,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.002, 'e': 0.20209834538617022}",35,0,45.7194878466328,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.002, 'e': 0.20108785365923937}",30,14,-9.669114082377996,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
322,False,"{'a': 0.002, 'e': 0.20008241439094315}",25,16,17.750100760900335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.002, 'e': 0.19908200231898845}",30,0,-23.398853916159133,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
324,False,"{'a': 0.002, 'e': 0.1980865923073935}",20,11,12.705826770939622,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.002, 'e': 0.19709615934585653}",25,6,27.55531442785118,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.002, 'e': 0.19611067854912725}",20,12,13.837536963478362,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.002, 'e': 0.19513012515638162}",20,0,22.23096786611177,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.002, 'e': 0.1941544745305997}",30,18,23.09780415435415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.002, 'e': 0.1931837021579467}",25,15,10.121880991285982,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.002, 'e': 0.19221778364715697}",20,0,4.662891080609862,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
331,False,"{'a': 0.002, 'e': 0.19125669472892118}",20,0,16.110194123352485,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
332,False,"{'a': 0.002, 'e': 0.19030041125527658}",20,3,3.024604569801221,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
333,False,"{'a': 0.002, 'e': 0.1893489091990002}",20,6,11.957765558150108,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.002, 'e': 0.1884021646530052}",20,13,16.71761351088531,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.002, 'e': 0.18746015382974016}",30,19,10.152359622329577,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.002, 'e': 0.18652285306059146}",20,13,-27.900976910776617,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
337,False,"{'a': 0.002, 'e': 0.1855902387952885}",20,0,31.85928156244797,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.002, 'e': 0.18466228760131206}",30,4,-7.849018227831887,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.002, 'e': 0.1837389761633055}",20,12,12.167242664975186,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.002, 'e': 0.18282028128248898}",20,9,23.933512427918142,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.002, 'e': 0.18190617987607652}",25,14,20.363622049654918,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.002, 'e': 0.18099664897669615}",25,11,25.88529206533442,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.002, 'e': 0.18009166573181265}",35,23,5.364072560407163,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.002, 'e': 0.1791912074031536}",20,9,8.000299898189045,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.002, 'e': 0.17829525136613783}",20,14,9.28443864868434,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.002, 'e': 0.17740377510930713}",25,11,18.261982294542705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.002, 'e': 0.1765167562337606}",25,14,23.18739478158809,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.002, 'e': 0.1756341724525918}",20,10,21.788462840183655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.002, 'e': 0.17475600159032884}",25,11,26.10526104000477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.1738822215823772}",30,21,15.716830489854088,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.002, 'e': 0.17301281047446532}",30,7,-0.2065264424280464,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
352,False,"{'a': 0.002, 'e': 0.172147746422093}",20,13,13.237671639405134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.002, 'e': 0.1712870076899825}",20,9,20.11597830587679,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.002, 'e': 0.1704305726515326}",20,16,8.629969962794995,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.002, 'e': 0.16957841978827495}",30,3,3.772511816791041,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
356,False,"{'a': 0.002, 'e': 0.16873052768933355}",25,9,-38.9749818534298,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
357,False,"{'a': 0.002, 'e': 0.1678868750508869}",20,8,21.797979758817515,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.002, 'e': 0.16704744067563246}",30,0,30.505304694492075,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
359,False,"{'a': 0.002, 'e': 0.1662122034722543}",20,8,6.624372259941462,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.002, 'e': 0.16538114245489302}",25,14,3.9856460196407224,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.002, 'e': 0.16455423674261857}",25,18,14.758648188136423,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.002, 'e': 0.16373146555890547}",35,25,18.795310610466966,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.002, 'e': 0.16291280823111093}",20,5,23.017672387000577,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.002, 'e': 0.1620982441899554}",30,0,-42.2374252130328,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",1
365,False,"{'a': 0.002, 'e': 0.1612877529690056}",25,12,20.973617531683345,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.002, 'e': 0.1604813142041606}",25,0,29.660789198884267,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
367,False,"{'a': 0.002, 'e': 0.15967890763313977}",25,15,-27.91650480253574,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
368,False,"{'a': 0.002, 'e': 0.15888051309497409}",25,2,26.755864333607832,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.002, 'e': 0.1580861105294992}",20,9,21.04781657114808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.002, 'e': 0.1572956799768517}",20,6,24.90326087062823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.002, 'e': 0.15650920157696746}",20,0,29.887764871254927,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.002, 'e': 0.1557266555690826}",25,0,37.14762448954723,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
373,False,"{'a': 0.002, 'e': 0.1549480222912372}",25,15,17.745817765252674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.002, 'e': 0.15417328217978102}",20,8,11.116510501105495,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.002, 'e': 0.1534024157688821}",25,11,22.589731694363415,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.002, 'e': 0.1526354036900377}",20,12,9.941495985634475,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.002, 'e': 0.1518722266715875}",30,10,-10.901154106670376,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
378,False,"{'a': 0.002, 'e': 0.15111286553822956}",25,1,23.52920271272161,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.002, 'e': 0.15035730121053842}",25,11,20.12319826883533,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.002, 'e': 0.14960551470448571}",20,0,7.131761535999581,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
381,False,"{'a': 0.002, 'e': 0.14885748713096328}",25,20,9.855011331284945,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.002, 'e': 0.14811319969530848}",25,11,3.1102165610940276,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
383,False,"{'a': 0.002, 'e': 0.14737263369683193}",20,6,22.48577720669771,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.002, 'e': 0.14663577052834778}",25,2,-36.31581786766199,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 1}",1
385,False,"{'a': 0.002, 'e': 0.14590259167570604}",25,20,9.077582005946823,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.002, 'e': 0.14517307871732751}",20,9,10.28252341856362,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.002, 'e': 0.14444721332374086}",25,5,21.95050055412673,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.002, 'e': 0.14372497725712216}",20,9,16.80285368606659,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.002, 'e': 0.14300635237083656}",25,16,17.66741925782044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.002, 'e': 0.14229132060898236}",20,2,28.264692495186626,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.002, 'e': 0.14157986400593744}",20,4,-16.327448660304423,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
392,False,"{'a': 0.002, 'e': 0.14087196468590776}",25,0,24.340271114966544,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
393,False,"{'a': 0.002, 'e': 0.14016760486247823}",25,16,16.506910643707645,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.002, 'e': 0.13946676683816583}",20,10,19.23120196167748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.002, 'e': 0.138769433003975}",20,11,15.550958555158246,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.002, 'e': 0.13807558583895513}",20,8,6.270820016031577,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.002, 'e': 0.13738520790976036}",20,11,14.246827292803838,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.002, 'e': 0.13669828187021155}",20,3,24.43971875846641,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.002, 'e': 0.13601479046086049}",25,19,-0.9135302714526077,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.002, 'e': 0.1353347165085562}",30,18,26.53080357881134,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.002, 'e': 0.1346580429260134}",25,11,25.13666645745886,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.002, 'e': 0.13398475271138333}",20,13,11.044808505467579,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.002, 'e': 0.13331482894782642}",30,15,30.787606610284804,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.002, 'e': 0.13264825480308728}",25,0,-27.400665936988027,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
405,False,"{'a': 0.002, 'e': 0.13198501352907185}",25,8,25.489121373109615,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.002, 'e': 0.1313250884614265}",20,8,18.181565329669233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.002, 'e': 0.13066846301911936}",20,3,-0.030229510824163253,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
408,False,"{'a': 0.002, 'e': 0.13001512070402377}",20,0,13.092134106793617,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
409,False,"{'a': 0.002, 'e': 0.12936504510050365}",20,12,2.31255136198303,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.002, 'e': 0.12871821987500112}",25,14,22.94266612589071,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.002, 'e': 0.12807462877562611}",25,12,20.44209925668843,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.002, 'e': 0.12743425563174798}",20,6,14.698775724316949,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.002, 'e': 0.12679708435358925}",20,14,13.012908786810964,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.002, 'e': 0.1261630989318213}",25,17,18.627946337902806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.002, 'e': 0.1255322834371622}",25,15,14.648289649002189,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.002, 'e': 0.12490462201997637}",30,1,-11.814396282799018,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 1}",1
417,False,"{'a': 0.002, 'e': 0.1242800989098765}",25,7,-0.7633066026297122,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
418,False,"{'a': 0.002, 'e': 0.12365869841532712}",20,0,-9.513423409597195,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
419,False,"{'a': 0.002, 'e': 0.12304040492325048}",20,9,-26.872252679666417,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
420,False,"{'a': 0.002, 'e': 0.12242520289863422}",35,0,46.81168553706355,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.002, 'e': 0.12181307688414106}",25,18,14.265556482451084,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.002, 'e': 0.12120401149972035}",20,0,-65.89452548508261,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
423,False,"{'a': 0.002, 'e': 0.12059799144222175}",20,7,25.511877971180496,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.002, 'e': 0.11999500148501063}",35,21,25.033299349693994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.002, 'e': 0.11939502647758558}",20,10,14.778121380423189,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.002, 'e': 0.11879805134519765}",20,8,9.257582113353365,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.002, 'e': 0.11820406108847166}",20,14,-29.289185421113956,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
428,False,"{'a': 0.002, 'e': 0.11761304078302931}",25,13,24.734376342115947,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.002, 'e': 0.11702497557911416}",25,0,28.307347068428186,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
430,False,"{'a': 0.002, 'e': 0.11643985070121858}",35,23,22.2342095772044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.002, 'e': 0.1158576514477125}",25,11,19.329352752592374,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
