trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.002, 'e': 0.40160646529781563}",25,6,-45.43768871696462,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
184,False,"{'a': 0.002, 'e': 0.3995984329713266}",20,0,-82.72721701600389,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
185,False,"{'a': 0.002, 'e': 0.39760044080646995}",20,14,9.553242766052119,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.002, 'e': 0.39561243860243755}",30,16,11.463202145478245,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.002, 'e': 0.3936343764094254}",25,5,-48.77521067589474,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
188,False,"{'a': 0.002, 'e': 0.39166620452737827}",30,17,12.351350388866273,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.002, 'e': 0.3897078735047414}",30,22,-0.2701720983363687,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.002, 'e': 0.38775933413721764}",20,0,0.2924013853034966,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
191,False,"{'a': 0.002, 'e': 0.38582053746653155}",30,16,14.738219779687018,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.002, 'e': 0.3838914347791989}",20,15,12.00011142224439,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.002, 'e': 0.38197197760530294}",20,6,-80.78590109929304,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
194,False,"{'a': 0.002, 'e': 0.3800621177172764}",25,14,-21.472005778901014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
195,False,"{'a': 0.002, 'e': 0.37816180712869}",20,13,-9.950403342954875,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
196,False,"{'a': 0.002, 'e': 0.37627099809304654}",25,1,-48.05921051188536,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 1}",1
197,False,"{'a': 0.002, 'e': 0.3743896431025813}",30,14,7.327165283161578,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.002, 'e': 0.37251769488706843}",35,18,-15.674489096245516,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
199,False,"{'a': 0.002, 'e': 0.3706551064126331}",20,0,-0.87819549045399,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
200,False,"{'a': 0.002, 'e': 0.3688018308805699}",20,13,-40.68554170426531,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
201,False,"{'a': 0.002, 'e': 0.36695782172616703}",20,14,9.757627469425039,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.002, 'e': 0.3651230326175362}",25,0,-74.20185809342942,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
203,False,"{'a': 0.002, 'e': 0.36329741745444855}",35,14,21.203994478358446,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.002, 'e': 0.3614809303671763}",20,3,-0.8124130505060041,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
205,False,"{'a': 0.002, 'e': 0.3596735257153404}",20,0,-15.253906911494285,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
206,False,"{'a': 0.002, 'e': 0.35787515808676373}",20,16,9.140319451302025,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.002, 'e': 0.35608578229632987}",20,0,23.24595076472825,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.002, 'e': 0.35430535338484825}",20,0,16.52952801158221,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
209,False,"{'a': 0.002, 'e': 0.352533826617924}",20,0,-54.65508258705449,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
210,False,"{'a': 0.002, 'e': 0.3507711574848344}",30,4,-8.646243484875527,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 0}",1
211,False,"{'a': 0.002, 'e': 0.3490173016974102}",30,21,5.452493649522556,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.002, 'e': 0.34727221518892315}",20,12,3.3968205795556137,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.002, 'e': 0.34553585411297855}",30,16,-26.69865899941339,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
214,False,"{'a': 0.002, 'e': 0.3438081748424136}",20,9,-8.045285407576422,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
215,False,"{'a': 0.002, 'e': 0.34208913396820156}",20,14,9.889878846567052,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.002, 'e': 0.34037868829836054}",20,0,27.562056301790196,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.002, 'e': 0.33867679485686875}",20,4,-1.4327667016651011,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
218,False,"{'a': 0.002, 'e': 0.3369834108825844}",20,10,16.205436344344854,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.002, 'e': 0.33529849382817145}",30,17,22.939987886726446,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.002, 'e': 0.33362200135903064}",25,6,-0.0318610736472531,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
221,False,"{'a': 0.002, 'e': 0.33195389135223546}",30,6,-40.48543165900808,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
222,False,"{'a': 0.002, 'e': 0.3302941218954743}",20,13,-15.847613437705418,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.002, 'e': 0.3286426512859969}",25,17,-28.51349055266516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
224,False,"{'a': 0.002, 'e': 0.32699943802956694}",20,13,4.922564731436534,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.002, 'e': 0.32536444083941907}",20,9,12.570072852042806,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.002, 'e': 0.323737618635222}",20,2,12.150136262729395,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.002, 'e': 0.3221189305420459}",20,4,-22.856892663839513,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
228,False,"{'a': 0.002, 'e': 0.32050833588933564}",35,13,-40.79386493090428,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
229,False,"{'a': 0.002, 'e': 0.31890579420988896}",20,10,6.501982181094362,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.002, 'e': 0.3173112652388395}",25,0,-9.511424066951236,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
231,False,"{'a': 0.002, 'e': 0.3157247089126453}",25,11,13.98338738875803,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.002, 'e': 0.3141460853680821}",25,12,19.323986777364567,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.002, 'e': 0.31257535494124167}",20,9,7.654236825857989,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.002, 'e': 0.3110124781665355}",25,19,11.345518464548409,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.002, 'e': 0.3094574157757028}",20,9,20.239081656623874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.002, 'e': 0.30791012869682427}",25,2,24.940003112809134,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.002, 'e': 0.30637057805334017}",20,1,-2.4351606027896535,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
238,False,"{'a': 0.002, 'e': 0.3048387251630735}",30,0,-9.691140271333513,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
239,False,"{'a': 0.002, 'e': 0.30331453153725807}",35,23,-8.685167239784224,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
240,False,"{'a': 0.002, 'e': 0.3017979588795718}",20,1,-108.63557069669137,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 2}",1
241,False,"{'a': 0.002, 'e': 0.30028896908517394}",25,0,-2.0798464061328135,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
242,False,"{'a': 0.002, 'e': 0.2987875242397481}",20,16,7.112496228247156,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.002, 'e': 0.2972935866185493}",25,10,-51.93642307550818,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
244,False,"{'a': 0.002, 'e': 0.29580711868545656}",20,8,1.4274684380755338,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.002, 'e': 0.2943280830920293}",25,8,30.75021234264675,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.002, 'e': 0.29285644267656913}",20,5,-18.14623550900286,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
247,False,"{'a': 0.002, 'e': 0.2913921604631863}",25,13,24.493020572864317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.002, 'e': 0.2899351996608704}",20,1,-76.28309822658511,"{0: 15, 1: 0, 2: 0, 3: 3, 4: 1}",1
249,False,"{'a': 0.002, 'e': 0.288485523662566}",25,13,18.66993682824638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.002, 'e': 0.2870430960442532}",25,13,-29.365093250215413,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
251,False,"{'a': 0.002, 'e': 0.2856078805640319}",30,19,-12.786536836941224,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
252,False,"{'a': 0.002, 'e': 0.28417984116121175}",20,14,5.525216988178767,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.002, 'e': 0.2827589419554057}",25,8,1.9507044048341202,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.002, 'e': 0.28134514724562865}",25,7,21.118166462740792,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.002, 'e': 0.2799384215094005}",20,9,3.6176589559689303,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.002, 'e': 0.27853872940185354}",20,13,13.620836534211033,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.002, 'e': 0.27714603575484426}",25,20,11.666514027907194,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.002, 'e': 0.27576030557607}",25,3,-32.23109526810196,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
259,False,"{'a': 0.002, 'e': 0.2743815040481897}",20,0,8.881200041521984,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
260,False,"{'a': 0.002, 'e': 0.2730095965279487}",20,16,6.749364429363882,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.002, 'e': 0.271644548545309}",20,12,-10.633346622504739,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.002, 'e': 0.27028632580258244}",20,0,5.052570701791837,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
263,False,"{'a': 0.002, 'e': 0.2689348941735695}",30,8,-30.769896487772545,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
264,False,"{'a': 0.002, 'e': 0.2675902197027017}",30,14,10.363448000554,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.002, 'e': 0.26625226860418816}",25,7,27.565994966832598,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.002, 'e': 0.26492100726116724}",20,11,10.74300806635242,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.002, 'e': 0.26359640222486136}",30,12,-9.420377224166876,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
268,False,"{'a': 0.002, 'e': 0.2622784202137371}",20,8,-0.4953800556832615,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
269,False,"{'a': 0.002, 'e': 0.26096702811266836}",20,5,-1.126916749258063,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.002, 'e': 0.259662192972105}",30,18,17.872393582280772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.002, 'e': 0.2583638820072445}",20,12,10.61315112381426,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.002, 'e': 0.2570720625972083}",20,0,-31.75978750039686,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
273,False,"{'a': 0.002, 'e': 0.25578670228422223}",30,21,14.78800487084331,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.002, 'e': 0.2545077687728011}",20,11,13.221627483525959,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.002, 'e': 0.25323522992893716}",25,11,25.49029243937993,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.002, 'e': 0.25196905377929246}",25,8,21.21098557598448,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.002, 'e': 0.25070920851039596}",25,18,5.214642286465974,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.002, 'e': 0.249455662467844}",20,15,2.542062390419306,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.002, 'e': 0.24820838415550478}",20,15,8.913958823796232,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.002, 'e': 0.24696734223472724}",20,16,8.30891889718107,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.002, 'e': 0.2457325055235536}",25,15,-4.458106329944184,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.24450384299593586}",20,7,15.577449603750233,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.002, 'e': 0.24328132378095618}",25,0,-1.0333119043201506,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
284,False,"{'a': 0.002, 'e': 0.2420649171620514}",20,0,8.543375488231309,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
285,False,"{'a': 0.002, 'e': 0.24085459257624114}",25,0,3.7267146983222124,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
286,False,"{'a': 0.002, 'e': 0.23965031961335992}",30,11,0.9663161910663776,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.002, 'e': 0.23845206801529312}",30,12,7.986912614674631,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.002, 'e': 0.23725980767521665}",30,18,10.187867357189841,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.002, 'e': 0.23607350863684057}",25,0,-26.276435597321733,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
290,False,"{'a': 0.002, 'e': 0.23489314109365636}",25,18,11.155052594086177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.002, 'e': 0.23371867538818808}",25,4,19.645948230490543,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.002, 'e': 0.23255008201124713}",30,0,39.89348004187079,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.002, 'e': 0.2313873316011909}",20,0,19.18599653524303,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.002, 'e': 0.23023039494318495}",20,15,-4.455132143954486,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.002, 'e': 0.22907924296846902}",25,3,8.96616829951887,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
296,False,"{'a': 0.002, 'e': 0.22793384675362668}",20,2,19.217168458478973,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.002, 'e': 0.22679417751985856}",25,1,17.02070337869107,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
298,False,"{'a': 0.002, 'e': 0.22566020663225925}",25,17,14.45039282897075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.002, 'e': 0.22453190559909794}",20,16,7.399713316886103,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.002, 'e': 0.22340924607110246}",30,16,16.376746316321494,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.002, 'e': 0.22229219984074694}",20,0,-2.006967511015128,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
302,False,"{'a': 0.002, 'e': 0.2211807388415432}",30,9,8.232632778074839,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.002, 'e': 0.2200748351473355}",30,19,6.78229994745858,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.002, 'e': 0.2189744609715988}",25,1,23.38395737885437,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.002, 'e': 0.21787958866674081}",20,0,4.005047662867184,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
306,False,"{'a': 0.002, 'e': 0.2167901907234071}",30,15,-9.884746361453505,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
307,False,"{'a': 0.002, 'e': 0.2157062397697901}",30,0,6.529083546917173,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
308,False,"{'a': 0.002, 'e': 0.21462770857094113}",20,3,33.83495406107039,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.002, 'e': 0.21355457002808642}",20,10,0.10577935937291993,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.002, 'e': 0.212486797177946}",20,4,-44.09697712908392,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
311,False,"{'a': 0.002, 'e': 0.21142436319205626}",25,0,-0.44396232276501735,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
312,False,"{'a': 0.002, 'e': 0.21036724137609597}",30,0,6.677599280515597,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
313,False,"{'a': 0.002, 'e': 0.20931540516921548}",20,13,-28.931385057129734,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
314,False,"{'a': 0.002, 'e': 0.20826882814336942}",20,16,7.44549798410305,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.002, 'e': 0.20722748400265256}",30,0,28.775824849594205,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
316,False,"{'a': 0.002, 'e': 0.2061913465826393}",20,4,17.512039621425703,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.002, 'e': 0.20516038984972612}",20,11,15.814914896094502,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.002, 'e': 0.20413458790047748}",30,8,15.56643840282516,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.002, 'e': 0.20311391496097508}",20,0,13.316235065781884,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
320,False,"{'a': 0.002, 'e': 0.20209834538617022}",25,14,24.830727284023098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.002, 'e': 0.20108785365923937}",20,13,8.708177307247842,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.002, 'e': 0.20008241439094315}",25,15,-2.123500502007416,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.002, 'e': 0.19908200231898845}",20,8,10.795061143048608,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.002, 'e': 0.1980865923073935}",20,14,0.7248869653282961,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.002, 'e': 0.19709615934585653}",20,5,10.673036698475352,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.002, 'e': 0.19611067854912725}",30,16,-33.4436405599881,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
327,False,"{'a': 0.002, 'e': 0.19513012515638162}",20,2,18.411539274649158,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.002, 'e': 0.1941544745305997}",30,24,11.572324241731554,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.002, 'e': 0.1931837021579467}",20,7,-17.72451677741138,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
330,False,"{'a': 0.002, 'e': 0.19221778364715697}",25,12,15.852704966545382,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.002, 'e': 0.19125669472892118}",20,0,16.34288739793738,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.002, 'e': 0.19030041125527658}",20,11,14.614957682132879,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.002, 'e': 0.1893489091990002}",20,8,21.354802221414293,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.002, 'e': 0.1884021646530052}",25,16,-6.191078561427085,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
335,False,"{'a': 0.002, 'e': 0.18746015382974016}",20,12,17.2004435712159,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.002, 'e': 0.18652285306059146}",25,13,-19.88307002695201,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
337,False,"{'a': 0.002, 'e': 0.1855902387952885}",25,7,21.954891889787074,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.002, 'e': 0.18466228760131206}",25,0,25.402339509271137,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
339,False,"{'a': 0.002, 'e': 0.1837389761633055}",20,9,16.668872627985376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.002, 'e': 0.18282028128248898}",25,11,23.389730779847135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.002, 'e': 0.18190617987607652}",25,12,12.712272087698485,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.002, 'e': 0.18099664897669615}",25,7,32.23721131741938,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.002, 'e': 0.18009166573181265}",20,15,8.248549465781196,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.002, 'e': 0.1791912074031536}",20,6,0.41836172830122154,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
345,False,"{'a': 0.002, 'e': 0.17829525136613783}",25,19,11.170919629839139,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.002, 'e': 0.17740377510930713}",20,15,9.898292951288735,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.002, 'e': 0.1765167562337606}",20,12,-27.217914983679883,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.002, 'e': 0.1756341724525918}",25,17,16.918671780563155,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.002, 'e': 0.17475600159032884}",30,18,18.224617779862708,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.1738822215823772}",25,18,0.9344635994292882,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.002, 'e': 0.17301281047446532}",25,8,19.39322762950097,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.002, 'e': 0.172147746422093}",20,9,0.6909411813012019,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.002, 'e': 0.1712870076899825}",25,8,19.392665114425977,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.002, 'e': 0.1704305726515326}",25,7,29.891242646269287,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.002, 'e': 0.16957841978827495}",25,8,11.135670719953067,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.002, 'e': 0.16873052768933355}",25,11,-4.971432240953874,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
357,False,"{'a': 0.002, 'e': 0.1678868750508869}",20,5,27.297006672266928,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.002, 'e': 0.16704744067563246}",25,15,-22.732799571275685,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
359,False,"{'a': 0.002, 'e': 0.1662122034722543}",25,17,16.128095085288905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.002, 'e': 0.16538114245489302}",25,13,23.783601602565657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.002, 'e': 0.16455423674261857}",20,8,16.614220005555808,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.002, 'e': 0.16373146555890547}",35,24,20.615722245777047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.002, 'e': 0.16291280823111093}",30,17,25.354523397555134,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.002, 'e': 0.1620982441899554}",20,11,15.313297224206744,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.002, 'e': 0.1612877529690056}",35,18,25.37986948256828,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.002, 'e': 0.1604813142041606}",30,9,23.449125927672263,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.002, 'e': 0.15967890763313977}",20,11,17.170719110895615,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
