trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.002, 'e': 0.15888051309497409}",20,0,18.49891533736169,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
369,False,"{'a': 0.002, 'e': 0.1580861105294992}",30,13,9.496860541200734,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
370,False,"{'a': 0.002, 'e': 0.1572956799768517}",20,16,8.011941110653472,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.002, 'e': 0.15650920157696746}",20,14,2.9131738267359655,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.002, 'e': 0.1557266555690826}",30,18,13.646868462812705,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.002, 'e': 0.1549480222912372}",35,16,22.84484834605281,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.002, 'e': 0.15417328217978102}",35,21,6.860737471650914,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
375,False,"{'a': 0.002, 'e': 0.1534024157688821}",20,14,-31.195553367760475,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
376,False,"{'a': 0.002, 'e': 0.1526354036900377}",25,13,21.282030990584538,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.002, 'e': 0.1518722266715875}",20,5,22.814724943409555,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.002, 'e': 0.15111286553822956}",20,11,15.0161640982815,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.002, 'e': 0.15035730121053842}",25,13,24.93374771241357,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.002, 'e': 0.14960551470448571}",25,3,6.850836422631716,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
381,False,"{'a': 0.002, 'e': 0.14885748713096328}",25,8,29.33793654263611,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.002, 'e': 0.14811319969530848}",30,1,-2.1827182794414126,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
383,False,"{'a': 0.002, 'e': 0.14737263369683193}",20,6,25.06888637614712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.002, 'e': 0.14663577052834778}",25,7,19.604342885336678,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
385,False,"{'a': 0.002, 'e': 0.14590259167570604}",25,18,13.314830836931739,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.002, 'e': 0.14517307871732751}",35,21,4.615230102407932,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
387,False,"{'a': 0.002, 'e': 0.14444721332374086}",25,13,13.874976813035198,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.002, 'e': 0.14372497725712216}",20,13,0.15387735298040117,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.002, 'e': 0.14300635237083656}",20,12,16.88195284723135,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.002, 'e': 0.14229132060898236}",20,13,13.979477901097734,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.002, 'e': 0.14157986400593744}",20,10,22.95840862357863,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.002, 'e': 0.14087196468590776}",20,8,20.91596494175429,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.002, 'e': 0.14016760486247823}",30,24,12.232170410921047,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.002, 'e': 0.13946676683816583}",25,17,14.649236947932907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.002, 'e': 0.138769433003975}",30,7,-16.58357730407734,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
396,False,"{'a': 0.002, 'e': 0.13807558583895513}",30,11,20.251270308796116,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.002, 'e': 0.13738520790976036}",25,0,28.387360157859547,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.002, 'e': 0.13669828187021155}",25,18,10.594403089378018,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.002, 'e': 0.13601479046086049}",20,8,-2.3545250987797104,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
400,False,"{'a': 0.002, 'e': 0.1353347165085562}",20,6,22.75558226180733,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.002, 'e': 0.1346580429260134}",20,12,3.246824368986558,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.002, 'e': 0.13398475271138333}",25,13,20.795799395369233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.002, 'e': 0.13331482894782642}",25,16,4.194494443649887,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.002, 'e': 0.13264825480308728}",30,11,-24.32151865160401,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
405,False,"{'a': 0.002, 'e': 0.13198501352907185}",20,0,14.149073244184173,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
406,False,"{'a': 0.002, 'e': 0.1313250884614265}",20,11,2.2644217617156954,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.002, 'e': 0.13066846301911936}",25,0,-47.91667436291895,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
408,False,"{'a': 0.002, 'e': 0.13001512070402377}",30,13,20.139054473665468,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.002, 'e': 0.12936504510050365}",20,8,20.10612696065612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.002, 'e': 0.12871821987500112}",20,13,0.8275334090375004,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.002, 'e': 0.12807462877562611}",20,15,9.30151069741111,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.002, 'e': 0.12743425563174798}",30,9,7.836973456341196,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
413,False,"{'a': 0.002, 'e': 0.12679708435358925}",20,13,15.2514309140486,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.002, 'e': 0.1261630989318213}",20,0,32.51292105425154,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.002, 'e': 0.1255322834371622}",30,17,23.206877412044033,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.002, 'e': 0.12490462201997637}",20,2,-2.315669872870246,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
417,False,"{'a': 0.002, 'e': 0.1242800989098765}",30,18,14.460464302391747,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.002, 'e': 0.12365869841532712}",20,12,11.741015295917622,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.002, 'e': 0.12304040492325048}",30,16,25.07312641166086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.002, 'e': 0.12242520289863422}",25,14,17.564218371189988,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.002, 'e': 0.12181307688414106}",25,2,25.000458920804785,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.002, 'e': 0.12120401149972035}",25,0,14.486910321108095,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
423,False,"{'a': 0.002, 'e': 0.12059799144222175}",25,7,36.907030975666444,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.002, 'e': 0.11999500148501063}",20,1,31.8675437431326,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.002, 'e': 0.11939502647758558}",20,16,7.633823595213972,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.002, 'e': 0.11879805134519765}",30,20,19.03279101043013,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.002, 'e': 0.11820406108847166}",25,8,-11.515729222150021,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
428,False,"{'a': 0.002, 'e': 0.11761304078302931}",20,9,-33.85668892168273,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
429,False,"{'a': 0.002, 'e': 0.11702497557911416}",25,8,32.07335801042437,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.002, 'e': 0.11643985070121858}",25,16,6.025292760422307,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.002, 'e': 0.1158576514477125}",25,15,0.4808626226907926,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.002, 'e': 0.11527836319047394}",30,20,19.842042984873842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.002, 'e': 0.11470197137452157}",25,8,-22.44248175901584,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
434,False,"{'a': 0.002, 'e': 0.11412846151764895}",20,6,4.732687988812188,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
435,False,"{'a': 0.002, 'e': 0.11355781921006071}",25,13,11.720821980489081,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.002, 'e': 0.1129900301140104}",20,15,7.509483263897254,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.002, 'e': 0.11242507996344035}",25,14,-1.475395641238761,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
438,False,"{'a': 0.002, 'e': 0.11186295456362315}",30,16,24.38965767503314,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.002, 'e': 0.11130363979080503}",20,10,8.522543566634615,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.002, 'e': 0.110747121591851}",20,7,20.213973847548566,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.002, 'e': 0.11019338598389175}",20,5,24.82443278593079,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.002, 'e': 0.10964241905397229}",25,14,19.145245749781413,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.002, 'e': 0.10909420695870244}",20,1,16.444452491972832,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.002, 'e': 0.10854873592390892}",25,0,18.38591797108817,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
445,False,"{'a': 0.002, 'e': 0.10800599224428938}",25,16,16.2880414849394,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.002, 'e': 0.10746596228306793}",25,19,11.646152525271308,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.002, 'e': 0.10692863247165259}",20,9,24.149118278852267,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.002, 'e': 0.10639398930929432}",30,18,23.173499402181434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.002, 'e': 0.10586201936274785}",25,7,-21.07323124564277,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
450,False,"{'a': 0.002, 'e': 0.1053327092659341}",25,8,23.017645581632888,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.002, 'e': 0.10480604571960443}",25,7,-12.239103259211184,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
452,False,"{'a': 0.002, 'e': 0.10428201549100642}",25,12,23.928764782101254,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.002, 'e': 0.10376060541355138}",20,3,1.0810040012897268,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
454,False,"{'a': 0.002, 'e': 0.10324180238648363}",30,17,23.97007873376355,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.002, 'e': 0.10272559337455121}",20,8,19.1073259804745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.002, 'e': 0.10221196540767845}",20,15,4.683746921311491,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.002, 'e': 0.10170090558064006}",20,2,13.052654056622032,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.002, 'e': 0.10119240105273686}",25,8,29.861237864968654,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.002, 'e': 0.10068643904747317}",20,9,18.05429300890785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.002, 'e': 0.1001830068522358}",25,18,12.88420326612233,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.002, 'e': 0.09968209181797462}",30,17,26.131831599889917,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.002, 'e': 0.09918368135888475}",25,13,22.66150145783742,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.002, 'e': 0.09868776295209034}",25,20,11.825060268738296,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.002, 'e': 0.09819432413732988}",25,13,22.40372052046876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.002, 'e': 0.09770335251664322}",25,7,-22.294307596131617,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
466,False,"{'a': 0.002, 'e': 0.09721483575406001}",25,8,21.43334881297226,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.002, 'e': 0.09672876157528972}",25,0,38.02584952053298,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
468,False,"{'a': 0.002, 'e': 0.09624511776741326}",20,14,13.59064266133003,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.002, 'e': 0.0957638921785762}",20,14,8.999518993535759,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.002, 'e': 0.09528507271768331}",25,12,26.068708139143645,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.002, 'e': 0.0948086473540949}",20,10,12.221007920945079,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.002, 'e': 0.09433460411732442}",35,12,25.450700227115963,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.002, 'e': 0.0938629310967378}",20,14,12.855070447881692,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.002, 'e': 0.09339361644125412}",20,13,10.92624410874246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.002, 'e': 0.09292664835904783}",20,12,5.217728805404639,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.002, 'e': 0.0924620151172526}",30,7,39.78076758687885,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.002, 'e': 0.09199970504166634}",20,9,16.98512885958,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.002, 'e': 0.091539706516458}",20,4,14.747474763248498,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
479,False,"{'a': 0.002, 'e': 0.09108200798387571}",30,24,12.015887648366693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.002, 'e': 0.09062659794395633}",25,6,19.542466459296847,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.002, 'e': 0.09017346495423655}",20,9,7.36281367149612,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.002, 'e': 0.08972259762946537}",20,13,14.890430134955707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.002, 'e': 0.08927398464131804}",25,13,22.596428750508885,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.002, 'e': 0.08882761471811144}",25,8,28.995932324480382,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.002, 'e': 0.0883834766445209}",20,10,11.388810738725686,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.002, 'e': 0.08794155926129829}",20,10,19.355610203241355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.002, 'e': 0.0875018514649918}",30,17,-19.104635096897695,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
488,False,"{'a': 0.002, 'e': 0.08706434220766683}",20,16,7.346861907256133,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.002, 'e': 0.0866290204966285}",30,0,12.812133743711732,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
490,False,"{'a': 0.002, 'e': 0.08619587539414536}",35,21,28.796902058138073,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.002, 'e': 0.08576489601717463}",30,2,42.95539118694671,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.002, 'e': 0.08533607153708876}",20,0,24.177584987772576,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.002, 'e': 0.08490939117940331}",20,7,23.03476090860763,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.002, 'e': 0.0844848442235063}",20,13,12.393129058698255,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.002, 'e': 0.08406242000238877}",25,16,16.19225002314052,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.002, 'e': 0.08364210790237682}",30,20,17.577272641247127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.002, 'e': 0.08322389736286494}",20,0,25.229100121785244,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
498,False,"{'a': 0.002, 'e': 0.0828077778760506}",30,17,23.759770877486375,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.002, 'e': 0.08239373898667036}",25,14,8.079730595717288,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.002, 'e': 0.081981770291737}",20,0,30.762214227908032,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
501,False,"{'a': 0.002, 'e': 0.08157186144027832}",25,2,26.841486158417286,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.002, 'e': 0.08116400213307692}",20,13,11.509662684336668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.002, 'e': 0.08075818212241154}",20,10,16.799917803514912,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.002, 'e': 0.08035439121179949}",20,9,20.02518371991047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.002, 'e': 0.07995261925574049}",25,17,13.767991742181122,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.002, 'e': 0.07955285615946178}",25,14,20.213245336442323,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.002, 'e': 0.07915509187866447}",20,8,20.88902762154873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.002, 'e': 0.07875931641927116}",20,8,21.136982277922343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.002, 'e': 0.0783655198371748}",25,0,-3.993546173345247,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
510,False,"{'a': 0.002, 'e': 0.07797369223798892}",30,17,-1.6691215319179795,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
511,False,"{'a': 0.002, 'e': 0.07758382377679898}",30,16,18.9013827323028,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
512,False,"{'a': 0.002, 'e': 0.07719590465791498}",20,8,20.397632654806834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.002, 'e': 0.07680992513462541}",20,0,17.23390839994365,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
514,False,"{'a': 0.002, 'e': 0.07642587550895227}",20,0,23.176087450289227,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
515,False,"{'a': 0.002, 'e': 0.07604374613140752}",20,9,21.774317704042936,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.002, 'e': 0.07566352740075048}",20,12,16.990352586660894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.002, 'e': 0.07528520976374672}",25,2,-38.246174067730024,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
518,False,"{'a': 0.002, 'e': 0.074908783714928}",20,8,25.433305854796572,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.002, 'e': 0.07453423979635335}",25,17,13.354606243226794,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.002, 'e': 0.07416156859737158}",30,3,41.037119505098076,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.002, 'e': 0.07379076075438473}",30,15,28.30122236393513,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.002, 'e': 0.0734218069506128}",25,17,17.037513258659015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.002, 'e': 0.07305469791585974}",25,1,28.193269680291348,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.002, 'e': 0.07268942442628044}",20,7,20.244531671803493,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.002, 'e': 0.07232597730414904}",20,5,-0.014833997484433148,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
526,False,"{'a': 0.002, 'e': 0.07196434741762829}",25,20,10.914606963018604,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.002, 'e': 0.07160452568054015}",20,16,9.26925717785651,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.002, 'e': 0.07124650305213745}",30,19,20.585706222426094,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.002, 'e': 0.07089027053687676}",20,8,17.958945264946976,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.002, 'e': 0.07053581918419238}",20,0,-7.0650389650908405,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
531,False,"{'a': 0.002, 'e': 0.07018314008827141}",20,11,21.89366487491373,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.002, 'e': 0.06983222438783006}",20,12,6.70096092630699,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.002, 'e': 0.0694830632658909}",30,18,21.86659120046591,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.002, 'e': 0.06913564794956145}",25,16,19.195541493611405,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.002, 'e': 0.06878996970981364}",20,11,5.958255244059207,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
536,False,"{'a': 0.002, 'e': 0.06844601986126457}",20,13,17.05346360883307,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.002, 'e': 0.06810378976195826}",20,11,15.896859131509908,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.002, 'e': 0.06776327081314847}",20,15,10.996473471555015,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.002, 'e': 0.06742445445908272}",25,16,4.258689687526562,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.002, 'e': 0.06708733218678731}",20,7,16.422826433067,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.002, 'e': 0.06675189552585337}",20,15,10.0356892645684,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.002, 'e': 0.06641813604822411}",25,13,19.50112963885047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.002, 'e': 0.06608604536798299}",25,17,14.16359159819859,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.002, 'e': 0.06575561514114306}",30,12,32.348854224595755,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.002, 'e': 0.06542683706543735}",20,0,-9.913179345812846,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
546,False,"{'a': 0.002, 'e': 0.06509970288011016}",25,7,27.255792241532742,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.002, 'e': 0.06477420436570962}",25,1,14.993738048189078,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
548,False,"{'a': 0.002, 'e': 0.06445033334388106}",25,8,31.954759445446008,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.002, 'e': 0.06412808167716166}",20,12,3.1780978481097977,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.002, 'e': 0.06380744126877586}",35,23,20.554823422009203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.002, 'e': 0.06348840406243197}",20,9,20.186052676248035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.002, 'e': 0.0631709620421198}",35,18,32.75031153131136,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
